"id","override","title","description","link"
"52912460693851","ar_AR","قلم كحل عيون عضوي – كثافة وتعريف بزبدة الشيا العضوية | ميس دبليو برو – 104 Pearly Blue","10% مكونات عضوية نشطة | معتمد Cosmétique BIO | آمن للعيون الحساسة | جميع أنواع البشرة افتحي وبنّي وكثّفي عيونك مع قلم الكحل العضوي المعتمد من ميس دبليو برو. كحل خشبي دقيق ينزلق بسلاسة على خط الرموش لنظرة محددة آسرة — من النهار إلى الليل في السعودية وسائر الخليج. زبدة الشيا العضوية (فيتامين A وE وF) — واقية ومُليّنة لمنطقة العين الرقيقة؛ ترطّب وتهدّئ البشرة حول العينين؛ تمنع الجفاف الناتج عن التكييف والغبار 🌿 معتمد Cosmétique BIO | قلم خشبي 1.1جم | صنع في إيطاليا","https://purenbio.com/ar-ae/products/eye-pencil-1?variant=52912460693851"
"52912474227035","ar_AR","قلم كحل عيون عضوي – كثافة وتعريف بزبدة الشيا العضوية | ميس دبليو برو – 120 Dark Grey","10% مكونات عضوية نشطة | معتمد Cosmétique BIO | آمن للعيون الحساسة | جميع أنواع البشرة افتحي وبنّي وكثّفي عيونك مع قلم الكحل العضوي المعتمد من ميس دبليو برو. كحل خشبي دقيق ينزلق بسلاسة على خط الرموش لنظرة محددة آسرة — من النهار إلى الليل في السعودية وسائر الخليج. زبدة الشيا العضوية (فيتامين A وE وF) — واقية ومُليّنة لمنطقة العين الرقيقة؛ ترطّب وتهدّئ البشرة حول العينين؛ تمنع الجفاف الناتج عن التكييف والغبار 🌿 معتمد Cosmétique BIO | قلم خشبي 1.1جم | صنع في إيطاليا","https://purenbio.com/ar-ae/products/eye-pencil-1?variant=52912474227035"
"52880288350555","ar_AR","قلم تحديد الحواجب العضوي – تعريف وملء وتشكيل بزيت جوز الهند | ميس دبليو برو – 127 Dark Blonde","10% مكونات عضوية نشطة | معتمد Cosmétique BIO | جميع أنواع البشرة كثّفي وعرّفي وشكّلي حواجبك بدقة مع قلم تحديد الحواجب العضوي المعتمد من ميس دبليو برو. قلم خشبي دقيق مع فرشاة حلزونية لإنهاء طبيعي ومنظم يصمد حتى في رطوبة الخليج. زيت جوز الهند العضوي — واقٍ ومُليّن؛ يقوّي صلابة القلم للتطبيق الدقيق بينما يُغذّي جلد منطقة الحواجب الرقيقة 🌿 معتمد Cosmétique BIO | قلم خشبي 1.1جم | صنع في إيطاليا","https://purenbio.com/ar-ae/products/eyebrow-pencil?variant=52880288350555"
"52912488513883","ar_AR","قلم تحديد الحواجب العضوي – تعريف وملء وتشكيل بزيت جوز الهند | ميس دبليو برو – 128 Light Chestnut","10% مكونات عضوية نشطة | معتمد Cosmétique BIO | جميع أنواع البشرة كثّفي وعرّفي وشكّلي حواجبك بدقة مع قلم تحديد الحواجب العضوي المعتمد من ميس دبليو برو. قلم خشبي دقيق مع فرشاة حلزونية لإنهاء طبيعي ومنظم يصمد حتى في رطوبة الخليج. زيت جوز الهند العضوي — واقٍ ومُليّن؛ يقوّي صلابة القلم للتطبيق الدقيق بينما يُغذّي جلد منطقة الحواجب الرقيقة 🌿 معتمد Cosmétique BIO | قلم خشبي 1.1جم | صنع في إيطاليا","https://purenbio.com/ar-ae/products/eyebrow-pencil?variant=52912488513883"
"41041709498507","ar_AR","ماسكارا عضوية أولترا غلام – حجم ولفة مع زيت الأرغان وصمغ الأكاسيا | ميس دبليو برو – 21 Extra black","٧ مكونات عضوية معتمدة · كوزمو بيو، عضوي حجم درامي ولفة تدوم طوال اليوم — حتى في حرارة ورطوبة المملكة العربية السعودية والخليج. زيت الأرغان العضوي – يغذي ويقوي كل رمشة، يمنع الكسر. صمغ الأكاسيا العضوي – موتر طبيعي يرفع الرموش بثبات مرن. زيت الخروع العضوي – يقوي عمود الرمشة ويشجع على نمو أكثف. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/ultra-glam-mascara?variant=41041709498507"
"41041963352203","ar_AR","ماسكارا عضوية باور ستريتش – طول وفصل مع زيت الأرغان وصمغ الأكاسيا | ميس دبليو برو – 31 Extra black","٧ مكونات عضوية معتمدة · كوزمو بيو، عضوي ابلغي أطوالاً جديدة مع ماسكارا ميس دبليو برو Power Stretch العضوية. تُمد كل رمشة لأقصى إمكاناتها بطول وفصل نقي. زيت الأرغان العضوي – يغذي الرموش، يعزز المرونة. صمغ الأكاسيا العضوي – يمد الرموش من الجذر إلى الطرف دون تكتل. زيت الخروع العضوي – يسمّك جذع الرمشة بمرور الوقت. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/power-stretch-mascara?variant=41041963352203"
"41042047664267","ar_AR","آيلاينر سائل عضوي – أسود كثيف دقيق بالألوفيرا العضوية | ميس دبليو برو – 11 Black","20% مكونات عضوية نشطة | معتمد كوزمو بيو، عضوي | آمن للعيون الحساسة عرّفي وعمّقي وكثّفي عيونك بدقة مع آيلاينر ميس دبليو برو السائل العضوي المعتمد. فرشاة دقيقة تُنشئ خطاً مخصصاً — من الرفيع جداً إلى الجريء — يثبت في حرارة ورطوبة الخليج. عصير ألوفيرا عضوي نقي (فيتامين A وE وB) — يهدّئ ويُليّن خط الرموش، يقلل البقع الداكنة، يُجدد الخلايا ويرطّب عمقاً دون تهيج 🌿 معتمد كوزمو بيو، عضوي | زجاجة PLA 5مل | صنع في إيطاليا","https://purenbio.com/ar-ae/products/organic-intense-eyeliner?variant=41042047664267"
"41042068963467","ar_AR","مسحوق تنظيف الوجه العضوي الشامل – ٥٠٪ مكونات فعّالة، تنظيف عميق مع نشا الذرة والجوجوبا | ميس دبليو برو","٥٠٪ مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي تنظيف وتقشير وتغذية في خطوة واحدة. منظف جاف ثوري يتحول إلى رغوة لطيفة مع الماء. نشا الذرة العضوي – يُلمّع بلطف الخلايا الجلدية الميتة مع إبقاء توازن ترطيب البشرة. زيت الجوجوبا العضوي – يُكيّف البشرة أثناء التنظيف. الألوفيرا العضوية – تهدّئ البشرة وتشفيه بعد التنظيف. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/cleansing-powder?variant=41042068963467"
"52880287859035","ar_AR","بودرة بلاشر عضوية – توهج صحي ونحت بزيت المشمش والأرغان والخروع | ميس دبليو برو – n°63 Sparkling Peach","20% مكونات عضوية نشطة | معتمد كوزمو بيو، عضوي | جميع أنواع البشرة أنعشي بشرتك وعزّزي إشراقها مع بلاشر ميس دبليو برو العضوي المعتمد. بودرة دقيقة الحبيبات تمنح توهجاً صحياً طبيعياً وتنحت عظام الخد باحتراف — تبقى زاهية حتى في حرارة السعودية والخليج الشديدة. زيت نواة المشمش العضوي (فيتامين A وE) — المكوّن العضوي الفعال النشط: يُضيء ويُليّن وينشّط البشرة ويمنح الخدود توهجاً صحياً جميلاً زيت الأرغان العضوي — يحافظ على ترطيب البشرة؛ مشدود وغني بمضادات الأكسدة للحماية من الحرارة والأشعة فوق البنفسجية زيت الخروع العضوي (أوميغا 6 و9) — مُليّن ومُطرّي لخدود ممتلئة وطبيعية 🌿 معتمد كوزمو بيو، عضوي | عبوة PLA قابلة للتحلل | صُنع في إيطاليا","https://purenbio.com/ar-ae/products/blusher?variant=52880287859035"
"52880287891803","ar_AR","بودرة بلاشر عضوية – توهج صحي ونحت بزيت المشمش والأرغان والخروع | ميس دبليو برو – n°64 Sparkling Pink","20% مكونات عضوية نشطة | معتمد كوزمو بيو، عضوي | جميع أنواع البشرة أنعشي بشرتك وعزّزي إشراقها مع بلاشر ميس دبليو برو العضوي المعتمد. بودرة دقيقة الحبيبات تمنح توهجاً صحياً طبيعياً وتنحت عظام الخد باحتراف — تبقى زاهية حتى في حرارة السعودية والخليج الشديدة. زيت نواة المشمش العضوي (فيتامين A وE) — المكوّن العضوي الفعال النشط: يُضيء ويُليّن وينشّط البشرة ويمنح الخدود توهجاً صحياً جميلاً زيت الأرغان العضوي — يحافظ على ترطيب البشرة؛ مشدود وغني بمضادات الأكسدة للحماية من الحرارة والأشعة فوق البنفسجية زيت الخروع العضوي (أوميغا 6 و9) — مُليّن ومُطرّي لخدود ممتلئة وطبيعية 🌿 معتمد كوزمو بيو، عضوي | عبوة PLA قابلة للتحلل | صُنع في إيطاليا","https://purenbio.com/ar-ae/products/blusher?variant=52880287891803"
"52912457449819","ar_AR","بودرة بلاشر عضوية – توهج صحي ونحت بزيت المشمش والأرغان والخروع | ميس دبليو برو – n° 55 Light Pink","20% مكونات عضوية نشطة | معتمد كوزمو بيو، عضوي | جميع أنواع البشرة أنعشي بشرتك وعزّزي إشراقها مع بلاشر ميس دبليو برو العضوي المعتمد. بودرة دقيقة الحبيبات تمنح توهجاً صحياً طبيعياً وتنحت عظام الخد باحتراف — تبقى زاهية حتى في حرارة السعودية والخليج الشديدة. زيت نواة المشمش العضوي (فيتامين A وE) — المكوّن العضوي الفعال النشط: يُضيء ويُليّن وينشّط البشرة ويمنح الخدود توهجاً صحياً جميلاً زيت الأرغان العضوي — يحافظ على ترطيب البشرة؛ مشدود وغني بمضادات الأكسدة للحماية من الحرارة والأشعة فوق البنفسجية زيت الخروع العضوي (أوميغا 6 و9) — مُليّن ومُطرّي لخدود ممتلئة وطبيعية 🌿 معتمد كوزمو بيو، عضوي | عبوة PLA قابلة للتحلل | صُنع في إيطاليا","https://purenbio.com/ar-ae/products/blusher?variant=52912457449819"
"52880288153947","ar_AR","قلم شفاه عضوي – تحديد دقيق ولون دائم مع زيت جوز الهند | ميس دبليو برو – 102 Raspberry","مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي الخط المثالي للشفاه في كل مرة. تحديد دقيق مقاوم للتلاشي بزيت جوز الهند العضوي. زيت جوز الهند العضوي – ترطيب فوري ودائم لحدود الشفاه. زيت الجوجوبا العضوي – تطبيق سلس ومريح حتى على الشفاه الجافة. زيت الخروع العضوي – يمدد ثبات اللون ويمنع التشقق. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/lip-pencil-1?variant=52880288153947"
"52912495788379","ar_AR","قلم شفاه عضوي – تحديد دقيق ولون دائم مع زيت جوز الهند | ميس دبليو برو – 106 Red Brick","مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي الخط المثالي للشفاه في كل مرة. تحديد دقيق مقاوم للتلاشي بزيت جوز الهند العضوي. زيت جوز الهند العضوي – ترطيب فوري ودائم لحدود الشفاه. زيت الجوجوبا العضوي – تطبيق سلس ومريح حتى على الشفاه الجافة. زيت الخروع العضوي – يمدد ثبات اللون ويمنع التشقق. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/lip-pencil-1?variant=52912495788379"
"52912498213211","ar_AR","قلم شفاه عضوي – تحديد دقيق ولون دائم مع زيت جوز الهند | ميس دبليو برو – 108 Rosy Beige","مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي الخط المثالي للشفاه في كل مرة. تحديد دقيق مقاوم للتلاشي بزيت جوز الهند العضوي. زيت جوز الهند العضوي – ترطيب فوري ودائم لحدود الشفاه. زيت الجوجوبا العضوي – تطبيق سلس ومريح حتى على الشفاه الجافة. زيت الخروع العضوي – يمدد ثبات اللون ويمنع التشقق. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/lip-pencil-1?variant=52912498213211"
"52912508436827","ar_AR","قلم شفاه عضوي – تحديد دقيق ولون دائم مع زيت جوز الهند | ميس دبليو برو – 123 Old Pink","مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي الخط المثالي للشفاه في كل مرة. تحديد دقيق مقاوم للتلاشي بزيت جوز الهند العضوي. زيت جوز الهند العضوي – ترطيب فوري ودائم لحدود الشفاه. زيت الجوجوبا العضوي – تطبيق سلس ومريح حتى على الشفاه الجافة. زيت الخروع العضوي – يمدد ثبات اللون ويمنع التشقق. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/lip-pencil-1?variant=52912508436827"
"52912511222107","ar_AR","قلم شفاه عضوي – تحديد دقيق ولون دائم مع زيت جوز الهند | ميس دبليو برو – 124 Ruby Red","مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي الخط المثالي للشفاه في كل مرة. تحديد دقيق مقاوم للتلاشي بزيت جوز الهند العضوي. زيت جوز الهند العضوي – ترطيب فوري ودائم لحدود الشفاه. زيت الجوجوبا العضوي – تطبيق سلس ومريح حتى على الشفاه الجافة. زيت الخروع العضوي – يمدد ثبات اللون ويمنع التشقق. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/lip-pencil-1?variant=52912511222107"
"52912512368987","ar_AR","قلم شفاه عضوي – تحديد دقيق ولون دائم مع زيت جوز الهند | ميس دبليو برو – 125 Rosewood","مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي الخط المثالي للشفاه في كل مرة. تحديد دقيق مقاوم للتلاشي بزيت جوز الهند العضوي. زيت جوز الهند العضوي – ترطيب فوري ودائم لحدود الشفاه. زيت الجوجوبا العضوي – تطبيق سلس ومريح حتى على الشفاه الجافة. زيت الخروع العضوي – يمدد ثبات اللون ويمنع التشقق. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/lip-pencil-1?variant=52912512368987"
"52880286744923","ar_AR","روج عضوي ساتان – ٥٧٪ مكونات فعّالة، لمسة حريرية مع زيت السمسم والخروع | ميس دبليو برو – 125 Fatal red","٥٧٪ مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي المنتصف الأنيق بين المات واللامع. لمسة نهائية ساتاني حريري راقٍ مع ٥٧٪ مكونات عضوية تُغذّي أثناء الارتداء. زيت السمسم العضوي – فيتامينات A وB وE تُكيّف الشفاه وتحميها. زيت الخروع العضوي – أوميغا-6 وأوميغا-9 يخلقان البريق والنعومة. زيت الجوجوبا العضوي – يضمن ارتداء التشطيب الساتاني بالتساوي. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/organic-satin-lipstick?variant=52880286744923"
"52912598122843","ar_AR","روج عضوي ساتان – ٥٧٪ مكونات فعّالة، لمسة حريرية مع زيت السمسم والخروع | ميس دبليو برو – 106 Red Veil","٥٧٪ مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي المنتصف الأنيق بين المات واللامع. لمسة نهائية ساتاني حريري راقٍ مع ٥٧٪ مكونات عضوية تُغذّي أثناء الارتداء. زيت السمسم العضوي – فيتامينات A وB وE تُكيّف الشفاه وتحميها. زيت الخروع العضوي – أوميغا-6 وأوميغا-9 يخلقان البريق والنعومة. زيت الجوجوبا العضوي – يضمن ارتداء التشطيب الساتاني بالتساوي. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/organic-satin-lipstick?variant=52912598122843"
"52912598155611","ar_AR","روج عضوي ساتان – ٥٧٪ مكونات فعّالة، لمسة حريرية مع زيت السمسم والخروع | ميس دبليو برو – 108 True Red","٥٧٪ مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي المنتصف الأنيق بين المات واللامع. لمسة نهائية ساتاني حريري راقٍ مع ٥٧٪ مكونات عضوية تُغذّي أثناء الارتداء. زيت السمسم العضوي – فيتامينات A وB وE تُكيّف الشفاه وتحميها. زيت الخروع العضوي – أوميغا-6 وأوميغا-9 يخلقان البريق والنعومة. زيت الجوجوبا العضوي – يضمن ارتداء التشطيب الساتاني بالتساوي. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/organic-satin-lipstick?variant=52912598155611"
"52912598188379","ar_AR","روج عضوي ساتان – ٥٧٪ مكونات فعّالة، لمسة حريرية مع زيت السمسم والخروع | ميس دبليو برو – 109 Rosy Red","٥٧٪ مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي المنتصف الأنيق بين المات واللامع. لمسة نهائية ساتاني حريري راقٍ مع ٥٧٪ مكونات عضوية تُغذّي أثناء الارتداء. زيت السمسم العضوي – فيتامينات A وB وE تُكيّف الشفاه وتحميها. زيت الخروع العضوي – أوميغا-6 وأوميغا-9 يخلقان البريق والنعومة. زيت الجوجوبا العضوي – يضمن ارتداء التشطيب الساتاني بالتساوي. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/organic-satin-lipstick?variant=52912598188379"
"52912598221147","ar_AR","روج عضوي ساتان – ٥٧٪ مكونات فعّالة، لمسة حريرية مع زيت السمسم والخروع | ميس دبليو برو – 114 Flash Pink","٥٧٪ مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي المنتصف الأنيق بين المات واللامع. لمسة نهائية ساتاني حريري راقٍ مع ٥٧٪ مكونات عضوية تُغذّي أثناء الارتداء. زيت السمسم العضوي – فيتامينات A وB وE تُكيّف الشفاه وتحميها. زيت الخروع العضوي – أوميغا-6 وأوميغا-9 يخلقان البريق والنعومة. زيت الجوجوبا العضوي – يضمن ارتداء التشطيب الساتاني بالتساوي. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/organic-satin-lipstick?variant=52912598221147"
"52912598253915","ar_AR","روج عضوي ساتان – ٥٧٪ مكونات فعّالة، لمسة حريرية مع زيت السمسم والخروع | ميس دبليو برو – 115 Mandarin","٥٧٪ مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي المنتصف الأنيق بين المات واللامع. لمسة نهائية ساتاني حريري راقٍ مع ٥٧٪ مكونات عضوية تُغذّي أثناء الارتداء. زيت السمسم العضوي – فيتامينات A وB وE تُكيّف الشفاه وتحميها. زيت الخروع العضوي – أوميغا-6 وأوميغا-9 يخلقان البريق والنعومة. زيت الجوجوبا العضوي – يضمن ارتداء التشطيب الساتاني بالتساوي. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/organic-satin-lipstick?variant=52912598253915"
"52912598286683","ar_AR","روج عضوي ساتان – ٥٧٪ مكونات فعّالة، لمسة حريرية مع زيت السمسم والخروع | ميس دبليو برو – 120 Raspberry","٥٧٪ مكونات عضوية فعّالة معتمدة · كوزمو بيو، عضوي المنتصف الأنيق بين المات واللامع. لمسة نهائية ساتاني حريري راقٍ مع ٥٧٪ مكونات عضوية تُغذّي أثناء الارتداء. زيت السمسم العضوي – فيتامينات A وB وE تُكيّف الشفاه وتحميها. زيت الخروع العضوي – أوميغا-6 وأوميغا-9 يخلقان البريق والنعومة. زيت الجوجوبا العضوي – يضمن ارتداء التشطيب الساتاني بالتساوي. 🌿 كوزمو بيو، عضوي | صنع في إيطاليا","https://purenbio.com/ar-ae/products/organic-satin-lipstick?variant=52912598286683"
"41045820145803","ar_AR","برايمر مكياج عضوي – قاعدة مضيئة بماء الورد الدمشقي وزيت المشمش | ميس دبليو برو – 01 White","27% مكونات عضوية نشطة | معتمد كوزمو بيو، عضوي | جميع أنواع البشرة الخطوة الأولى الأساسية لمكياج لا تشوبه شائبة يدوم طويلاً. يجهّز برايمر المكياج العضوي من ميس دبليو برو البشرة ويُحسّن البشرة ويُثبّت كريم الأساس — حتى في حرارة السعودية والخليج. ماء الورد الدمشقي العضوي — قابض ومشدود، يهدّئ الاحمرار والحساسية (حل مثالي في الجو الجاف الخليجي)، يمنح عطراً لطيفاً زيت نواة المشمش العضوي — يضيء ويلين ويغذي حاجز البشرة بإشراق صحي طبيعي قبل تطبيق المكياج زيت اللوز الحلو العضوي — يغذي، يهدّئ تهيج البشرة ويمنع فقدان الرطوبة في الأماكن المكيفة 🌿 معتمد كوزمو بيو، عضوي | عبوة PLA | صنع في إيطاليا","https://purenbio.com/ar-ae/products/make-up-primer?variant=41045820145803"
